ticket_id,ticket_text,priority,ticket_text_clean
1008457,"greetings could you please update us ph_technical could you please update us ph_technical dears, as you  ph_user  know we need your investigation regarding subjected reference transaction which caused revenue loss around ph_technical, and more than 3 million ph_technical were written for this transaction. reference : ph_technical more details shared over email while our meeting yesterday",High,greetings could you please update us ph_technical could you please update us ph_technical dears as you ph_user know we need your investigation regarding subjected reference transaction which caused revenue loss around ph_technical and more than 3 million ph_technical were written for this transaction reference ph_technical more details shared over email while our meeting yesterday
2000629,"greetings, A large number of clearing messages failed after the latest processing cycle. The failures affect a small group of users and need to be cleared before normal operations can resume. Kindly check and update.",Highest,greetings a large number of clearing messages failed after the latest processing cycle the failures affect a small group of users and need to be cleared before normal operations can resume kindly check and update
2000825,"please assist, A major issue in the authentication service is causing clearing messages to fail for a small group of users in UAT. The process is severely disrupted and needs immediate investigation. Attached are the relevant details.",Highest,please assist a major issue in the authentication service is causing clearing messages to fail for a small group of users in uat the process is severely disrupted and needs immediate investigation attached are the relevant details
2001012,"dears, The archive module is intermittently failing when processing transactions. The issue affects one branch, although some requests continue to work.",High,dears the archive module is intermittently failing when processing transactions the issue affects one branch although some requests continue to work
2002257,"please check, Please remove an unused option from a dropdown in the branch application. Existing processing is not affected. Attached are the relevant details.",Low,please check please remove an unused option from a dropdown in the branch application existing processing is not affected attached are the relevant details
2001122,"we need your support: The internet banking portal is showing incorrect status for some payment files. Users can continue other work, but the affected records cannot be completed normally. Thanks.",High,we need your support the internet banking portal is showing incorrect status for some payment files users can continue other work but the affected records cannot be completed normally thanks
2001434,"please assist, Users in the operations team are unable to complete clearing messages in the mobile banking application. A unexpected response is shown and the issue is affecting normal work.",High,please assist users in the operations team are unable to complete clearing messages in the mobile banking application a unexpected response is shown and the issue is affecting normal work
2002128,we need your support: Please remove an unused option from a dropdown in the SFTP service. Existing processing is not affected. Kindly check and update.,Low,we need your support please remove an unused option from a dropdown in the sftp service existing processing is not affected kindly check and update
2000778,"dears, A production issue is preventing the operations team from completing an important approval workflow in the teller application. There is no reliable workaround at the moment. Thanks.",Highest,dears a production issue is preventing the operations team from completing an important approval workflow in the teller application there is no reliable workaround at the moment thanks
2002387,A minor formatting issue is visible in the archive module report. The data and processing are correct. Attached are the relevant details.,Low,a minor formatting issue is visible in the archive module report the data and processing are correct attached are the relevant details
2001945,"please assist, The outward workflow service is not displaying a field correctly for a small group of users. Please check the configuration and advise.",Medium,please assist the outward workflow service is not displaying a field correctly for a small group of users please check the configuration and advise
2001776,"kindly investigate, Please investigate why one customer records is showing an unexpected status in the SFTP service. The issue does not affect other records. Regards.",Medium,kindly investigate please investigate why one customer records is showing an unexpected status in the sftp service the issue does not affect other records regards
2001884,A user is unable to open a specific customer records in the reporting portal. Other users and functions appear to be working normally.,Medium,a user is unable to open a specific customer records in the reporting portal other users and functions appear to be working normally
2001074,"please check, An integration issue is causing selected payment files to fail between the AML screening service and another service. The problem is repeatable for affected requests. Regards.",High,please check an integration issue is causing selected payment files to fail between the aml screening service and another service the problem is repeatable for affected requests regards
2000509,we need your support: An integration between the teller application and the downstream service is failing. payments are not being transferred correctly and the issue is affecting several teams. Kindly check and update.,Highest,we need your support an integration between the teller application and the downstream service is failing payments are not being transferred correctly and the issue is affecting several teams kindly check and update
2000050,"dears, A failure in the archive module is preventing the finance team from processing any customer records in the live environment. The issue started suddenly and affects the whole operation. Kindly check and update.",Blocker,dears a failure in the archive module is preventing the finance team from processing any customer records in the live environment the issue started suddenly and affects the whole operation kindly check and update
2002201,Please adjust the alignment of a label on the archive module screen. The function works correctly. Regards.,Low,please adjust the alignment of a label on the archive module screen the function works correctly regards
2001287,"greetings, The approval workflow in the outward workflow service is not behaving correctly for a small group of users. The approve action is missing or returns an error for affected records. Attached are the relevant details.",High,greetings the approval workflow in the outward workflow service is not behaving correctly for a small group of users the approve action is missing or returns an error for affected records attached are the relevant details
1007026,"appreciate urgency to ensure that the service is functional post dr shifting last night. thanks greetings it happened again, appreciate joining meeting with  ph_user health check monitor job is 0% red",Highest,appreciate urgency to ensure that the service is functional post dr shifting last night thanks greetings it happened again appreciate joining meeting with ph_user health check monitor job is 0 red
2000250,we need your support: The branch application is completely unavailable in the DR environment; multiple branches cannot access it and normal business processing has stopped. Kindly check and update.,Blocker,we need your support the branch application is completely unavailable in the dr environment multiple branches cannot access it and normal business processing has stopped kindly check and update
2002422,"greetings, Please update the display text for transactions in the mobile banking application. There is no functional impact. Attached are the relevant details.",Low,greetings please update the display text for transactions in the mobile banking application there is no functional impact attached are the relevant details
2002469,we need your support: Please update the display text for statements in the inward workflow service. There is no functional impact. Regards.,Low,we need your support please update the display text for statements in the inward workflow service there is no functional impact regards
2001812,"please assist, One branch reported that a specific branches is not appearing correctly in the authentication service. Other branches have not reported the same issue. Attached are the relevant details.",Medium,please assist one branch reported that a specific branches is not appearing correctly in the authentication service other branches have not reported the same issue attached are the relevant details
2001261,"kindly investigate, A report in the mobile banking application is failing to generate for one branch. Other functions remain available, but the affected report is required for daily work. Attached are the relevant details.",High,kindly investigate a report in the mobile banking application is failing to generate for one branch other functions remain available but the affected report is required for daily work attached are the relevant details
2000338,"dears, The payment gateway is rejecting every request with a unexpected response. The failure affects all branches across the live environment and there is no alternative process available. Attached are the relevant details.",Blocker,dears the payment gateway is rejecting every request with a unexpected response the failure affects all branches across the live environment and there is no alternative process available attached are the relevant details
2001695,"kindly investigate, A minor workflow issue is affecting one step of the AML screening service. Users can complete the process by following an alternative step. Please advise.",Medium,kindly investigate a minor workflow issue is affecting one step of the aml screening service users can complete the process by following an alternative step please advise
2000588,"dears, An integration between the branch application and the downstream service is failing. batches are not being transferred correctly and the issue is affecting several teams. Please advise.",Highest,dears an integration between the branch application and the downstream service is failing batches are not being transferred correctly and the issue is affecting several teams please advise
2001429,Users in the customer service team are unable to complete reports in the clearing module. A failed status is shown and the issue is affecting normal work. Please advise.,High,users in the customer service team are unable to complete reports in the clearing module a failed status is shown and the issue is affecting normal work please advise
2001333,"greetings, The approval workflow in the payment gateway is not behaving correctly for the customer service team. The approve action is missing or returns an error for affected records. Kindly check and update.",High,greetings the approval workflow in the payment gateway is not behaving correctly for the customer service team the approve action is missing or returns an error for affected records kindly check and update
2000344,"please assist, A critical outage is affecting the teller application in the live environment; a small group of users are unable to perform their normal work and queued clearing messages cannot be processed. Please advise.",Blocker,please assist a critical outage is affecting the teller application in the live environment a small group of users are unable to perform their normal work and queued clearing messages cannot be processed please advise
2001468,"greetings, Several statements remain stuck in the reporting portal after processing. Please investigate the workflow and advise how to recover the affected records. Attached are the relevant details.",High,greetings several statements remain stuck in the reporting portal after processing please investigate the workflow and advise how to recover the affected records attached are the relevant details
2000169,"please assist, All certificates processing has stopped in UAT. Requests are failing across the finance team and there is currently no usable workaround.",Blocker,please assist all certificates processing has stopped in uat requests are failing across the finance team and there is currently no usable workaround
2000599,we need your support: A major issue in the archive module is causing payment files to fail for a small group of users in the branch environment. The process is severely disrupted and needs immediate investigation. Kindly check and update.,Highest,we need your support a major issue in the archive module is causing payment files to fail for a small group of users in the branch environment the process is severely disrupted and needs immediate investigation kindly check and update
2002425,Please adjust the alignment of a label on the SFTP service screen. The function works correctly. Regards.,Low,please adjust the alignment of a label on the sftp service screen the function works correctly regards
1005010,"all ph_items with arabic beneficiary name got rejection,due to the validation on beneficiary name in clearing stage which needs special format with mssql.",Medium,all ph_items with arabic beneficiary name got rejection due to the validation on beneficiary name in clearing stage which needs special format with mssql
2001218,"please check, The payment gateway is not receiving some payments from the upstream service. The missing records need to be investigated and reprocessed. Attached are the relevant details.",High,please check the payment gateway is not receiving some payments from the upstream service the missing records need to be investigated and reprocessed attached are the relevant details
2000209,"we need your support: The mobile banking application became inaccessible after a service failure. Every attempted business roles operation fails for a small group of users, leaving the business process stopped.",Blocker,we need your support the mobile banking application became inaccessible after a service failure every attempted business roles operation fails for a small group of users leaving the business process stopped
2002348,"dears, The mobile banking application contains a spelling mistake in a non-critical label. Please correct it when convenient. Thanks.",Low,dears the mobile banking application contains a spelling mistake in a non critical label please correct it when convenient thanks
2001937,"please assist, One branch reported that a specific payment files is not appearing correctly in the archive module. Other branches have not reported the same issue.",Medium,please assist one branch reported that a specific payment files is not appearing correctly in the archive module other branches have not reported the same issue
2001192,"please check, Some business roles are being rejected by the payment gateway even though similar requests succeed. Please investigate the validation or integration error. Attached are the relevant details.",High,please check some business roles are being rejected by the payment gateway even though similar requests succeed please investigate the validation or integration error attached are the relevant details
2001576,"kindly investigate, Please investigate why one branches is showing an unexpected status in the archive module. The issue does not affect other records. Please advise.",Medium,kindly investigate please investigate why one branches is showing an unexpected status in the archive module the issue does not affect other records please advise
2001888,"greetings, The internet banking portal displays an incorrect result when a user searches for clearing messages. The expected record appears later in the results. Attached are the relevant details.",Medium,greetings the internet banking portal displays an incorrect result when a user searches for clearing messages the expected record appears later in the results attached are the relevant details
2001512,Please check the attached example where the SFTP service shows an unexpected value for user profiles. There is currently a workaround. Please advise.,Medium,please check the attached example where the sftp service shows an unexpected value for user profiles there is currently a workaround please advise
2000603,"kindly investigate, A major issue in the SFTP service is causing reports to fail for the operations team in the branch environment. The process is severely disrupted and needs immediate investigation. Attached are the relevant details.",Highest,kindly investigate a major issue in the sftp service is causing reports to fail for the operations team in the branch environment the process is severely disrupted and needs immediate investigation attached are the relevant details
2002070,"dears, Please improve the spacing of fields on the AML screening service form. The current form works but the layout could be cleaner. Regards.",Low,dears please improve the spacing of fields on the aml screening service form the current form works but the layout could be cleaner regards
2000556,A large number of statements failed after the latest processing cycle. The failures affect all tellers and need to be cleared before normal operations can resume. Thanks.,Highest,a large number of statements failed after the latest processing cycle the failures affect all tellers and need to be cleared before normal operations can resume thanks
2000177,All transactions processing has stopped in the live environment. Requests are failing across multiple branches and there is currently no usable workaround. Thanks.,Blocker,all transactions processing has stopped in the live environment requests are failing across multiple branches and there is currently no usable workaround thanks
2000173,The SFTP service is down in the DR environment. all branches are unable to log in and critical operations cannot continue. Attached are the relevant details.,Blocker,the sftp service is down in the dr environment all branches are unable to log in and critical operations cannot continue attached are the relevant details
2001042,"we need your support: The clearing module is showing incorrect status for some business roles. Users can continue other work, but the affected records cannot be completed normally. Please advise.",High,we need your support the clearing module is showing incorrect status for some business roles users can continue other work but the affected records cannot be completed normally please advise
2000002,"kindly investigate, All user profiles processing has stopped in UAT. Requests are failing across all tellers and there is currently no usable workaround. Regards.",Blocker,kindly investigate all user profiles processing has stopped in uat requests are failing across all tellers and there is currently no usable workaround regards
2001578,"greetings, The internet banking portal is not displaying a field correctly for a small group of users. Please check the configuration and advise.",Medium,greetings the internet banking portal is not displaying a field correctly for a small group of users please check the configuration and advise
2001004,"please assist, The core banking system is intermittently failing when processing batches. The issue affects the customer service team, although some requests continue to work. Attached are the relevant details.",High,please assist the core banking system is intermittently failing when processing batches the issue affects the customer service team although some requests continue to work attached are the relevant details
2001407,"dears, A report in the archive module is failing to generate for all tellers. Other functions remain available, but the affected report is required for daily work. Regards.",High,dears a report in the archive module is failing to generate for all tellers other functions remain available but the affected report is required for daily work regards
2001643,A user cannot find a particular option in the clearing module after logging in. Please verify the role or configuration. Kindly check and update.,Medium,a user cannot find a particular option in the clearing module after logging in please verify the role or configuration kindly check and update
2002157,"please assist, A non-critical tooltip in the core banking system is incorrect. Please update the wording in a future release. Thanks.",Low,please assist a non critical tooltip in the core banking system is incorrect please update the wording in a future release thanks
2000435,"please check, A failure in the archive module is preventing a small group of users from processing any user profiles in UAT. The issue started suddenly and affects the whole operation. Thanks.",Blocker,please check a failure in the archive module is preventing a small group of users from processing any user profiles in uat the issue started suddenly and affects the whole operation thanks
2001878,"dears, A user is unable to open a specific scanned checks in the outward workflow service. Other users and functions appear to be working normally. Regards.",Medium,dears a user is unable to open a specific scanned checks in the outward workflow service other users and functions appear to be working normally regards
1006292,"dears, kindly start deploying uat release on production tonight mkaing sure release is ready at 2 am 26 of  ph_user : release notes: ph_technical release notes ( ph_version ) fix details the pin ph_technical otp must be encrypted in notification page fix the returned reason on onus  ph_user  and receiver doesn’t exist (receiver not defined) the balance before value appear incorrectly change the field ph_technical to optional upgrade spring version ph_technical ph_technical ph_technical sending first pin when creating ph_item service ph_name release ( ph_version ) fix details enhance the logs in ph_name regards,",High,dears kindly start deploying uat release on production tonight mkaing sure release is ready at 2 am 26 of ph_user release notes ph_technical release notes ph_version fix details the pin ph_technical otp must be encrypted in notification page fix the returned reason on onus ph_user and receiver doesn t exist receiver not defined the balance before value appear incorrectly change the field ph_technical to optional upgrade spring version ph_technical ph_technical ph_technical sending first pin when creating ph_item service ph_name release ph_version fix details enhance the logs in ph_name regards
2000163,we need your support: The central service for batches is unavailable. Requests from a small group of users are not reaching the application and operations are halted.,Blocker,we need your support the central service for batches is unavailable requests from a small group of users are not reaching the application and operations are halted
2000234,we need your support: The production payment gateway has stopped responding. one user cannot complete customer-facing transactions and the business process is fully blocked. Attached are the relevant details.,Blocker,we need your support the production payment gateway has stopped responding one user cannot complete customer facing transactions and the business process is fully blocked attached are the relevant details
1004899,"kindly change the customer management, customer mobile and mobile accounts status from waiting approval ph_path to deleted for the below, ph_technical hello, kindly change the customer ph_technical status to approve mobile number ph_technical ph_technical and the below customer ph_technical to deleted, mobile number ph_technical ph_technical ph_name",High,kindly change the customer management customer mobile and mobile accounts status from waiting approval ph_path to deleted for the below ph_technical hello kindly change the customer ph_technical status to approve mobile number ph_technical ph_technical and the below customer ph_technical to deleted mobile number ph_technical ph_technical ph_name
2000559,we need your support: Multiple clearing messages are stuck in archive module with a failed status. The affected team cannot complete the normal workflow and the backlog is growing. Attached are the relevant details.,Highest,we need your support multiple clearing messages are stuck in archive module with a failed status the affected team cannot complete the normal workflow and the backlog is growing attached are the relevant details
2000875,"dears, Transactions are being rejected by the AML screening service for all tellers. Affected requests cannot be completed through the normal workflow and business operations are at significant risk. Thanks.",Highest,dears transactions are being rejected by the aml screening service for all tellers affected requests cannot be completed through the normal workflow and business operations are at significant risk thanks
2001897,we need your support: The outward workflow service is not displaying a field correctly for a small group of users. Please check the configuration and advise. Please advise.,Medium,we need your support the outward workflow service is not displaying a field correctly for a small group of users please check the configuration and advise please advise
2000282,we need your support: A failure in the AML screening service is preventing the finance team from processing any payment files in the branch environment. The issue started suddenly and affects the whole operation. Regards.,Blocker,we need your support a failure in the aml screening service is preventing the finance team from processing any payment files in the branch environment the issue started suddenly and affects the whole operation regards
2002087,"kindly investigate, The logo displayed on the AML screening service page needs a small visual update. No functionality is affected. Thanks.",Low,kindly investigate the logo displayed on the aml screening service page needs a small visual update no functionality is affected thanks
1009149,good day for ph_technical appreciate your help so we can return the ph_item insufficient fund ph_technical date 11-10-2022,High,good day for ph_technical appreciate your help so we can return the ph_item insufficient fund ph_technical date 11 10 2022
2000340,we need your support: The outward workflow service is completely unavailable in production; one user cannot access it and normal business processing has stopped.,Blocker,we need your support the outward workflow service is completely unavailable in production one user cannot access it and normal business processing has stopped
2000751,"please assist, A large number of business roles failed after the latest processing cycle. The failures affect one branch and need to be cleared before normal operations can resume. Thanks.",Highest,please assist a large number of business roles failed after the latest processing cycle the failures affect one branch and need to be cleared before normal operations can resume thanks
2000689,The mobile banking application is returning incorrect results for payments in production. The affected workflow cannot be trusted until the issue is investigated. Regards.,Highest,the mobile banking application is returning incorrect results for payments in production the affected workflow cannot be trusted until the issue is investigated regards
1005501,a new fix needs to be implemented for the addition of onus column in fe report.,Medium,a new fix needs to be implemented for the addition of onus column in fe report
2001659,"please check, Please investigate why one batches is showing an unexpected status in the AML screening service. The issue does not affect other records. Kindly check and update.",Medium,please check please investigate why one batches is showing an unexpected status in the aml screening service the issue does not affect other records kindly check and update
2000797,"please check, The card management system has stopped sending payment files to the downstream system. New requests remain pending and the operations team needs an urgent resolution. Attached are the relevant details.",Highest,please check the card management system has stopped sending payment files to the downstream system new requests remain pending and the operations team needs an urgent resolution attached are the relevant details
1005265,"greetings as discussed that we need to take care the transaction default to others if there is no matching of transaction purpose. regards, ph_user greetings can you please confirm is it fix in uat? regards, ph_user greetings we have discussed internally the release note and also i discussed also with that any wrong mapped transaction purpose in ph_name view table should be mapped with ph_technicalothers'. since current fix only will handle the other value but still we will ph_technical with same problem if wrong transaction purpose transaction will process. therefore we request you to provide fix in a such way that if any transaction purpose not matched with current ph_name list then mapped with others and process the transaction to cbo. regards, ph_user greetings we are in process of testing and will confirm asap for release note. regards, ph_user greetings please check and advise as outward transactions are not processed after 1:56 ph_technical regards, ph_user",Blocker,greetings as discussed that we need to take care the transaction default to others if there is no matching of transaction purpose regards ph_user greetings can you please confirm is it fix in uat regards ph_user greetings we have discussed internally the release note and also i discussed also with that any wrong mapped transaction purpose in ph_name view table should be mapped with ph_technicalothers since current fix only will handle the other value but still we will ph_technical with same problem if wrong transaction purpose transaction will process therefore we request you to provide fix in a such way that if any transaction purpose not matched with current ph_name list then mapped with others and process the transaction to cbo regards ph_user greetings we are in process of testing and will confirm asap for release note regards ph_user greetings please check and advise as outward transactions are not processed after 1 56 ph_technical regards ph_user
1004476,pay branch code of ph_name is not available for tellers in ph_name. we have checked with ph_name bank and they have received ph_technical from  ph_user  and ph_name and confirmed that other banks are not facing the same issue. please advise urgently. screen shot attached.,High,pay branch code of ph_name is not available for tellers in ph_name we have checked with ph_name bank and they have received ph_technical from ph_user and ph_name and confirmed that other banks are not facing the same issue please advise urgently screen shot attached
2000193,"dears, The card management system became inaccessible after a service failure. Every attempted payments operation fails for the operations team, leaving the business process stopped.",Blocker,dears the card management system became inaccessible after a service failure every attempted payments operation fails for the operations team leaving the business process stopped
2000440,"greetings, The card management system is rejecting every request with a internal server error. The failure affects all branches across the branch environment and there is no alternative process available. Kindly check and update.",Blocker,greetings the card management system is rejecting every request with a internal server error the failure affects all branches across the branch environment and there is no alternative process available kindly check and update
2001857,"greetings, The AML screening service displays an incorrect result when a user searches for scanned checks. The expected record appears later in the results. Attached are the relevant details.",Medium,greetings the aml screening service displays an incorrect result when a user searches for scanned checks the expected record appears later in the results attached are the relevant details
2002235,The logo displayed on the card management system page needs a small visual update. No functionality is affected. Kindly check and update.,Low,the logo displayed on the card management system page needs a small visual update no functionality is affected kindly check and update
2000040,"greetings, A failure in the inward workflow service is preventing all users from processing any certificates in production. The issue started suddenly and affects the whole operation. Attached are the relevant details.",Blocker,greetings a failure in the inward workflow service is preventing all users from processing any certificates in production the issue started suddenly and affects the whole operation attached are the relevant details
2000687,we need your support: A production issue is preventing a small group of users from completing an important approval workflow in the mobile banking application. There is no reliable workaround at the moment.,Highest,we need your support a production issue is preventing a small group of users from completing an important approval workflow in the mobile banking application there is no reliable workaround at the moment
2000159,"greetings, A critical outage is affecting the branch application in the DR environment; one branch are unable to perform their normal work and queued branches cannot be processed. Thanks.",Blocker,greetings a critical outage is affecting the branch application in the dr environment one branch are unable to perform their normal work and queued branches cannot be processed thanks
1007137,يرجى معالجة الثغرات على نظام ال  ph_user  بعد فحص penetration test مرفق الملف,High,يرجى معالجة الثغرات على نظام ال ph_user بعد فحص penetration test مرفق الملف
2002164,we need your support: A non-critical tooltip in the clearing module is incorrect. Please update the wording in a future release. Attached are the relevant details.,Low,we need your support a non critical tooltip in the clearing module is incorrect please update the wording in a future release attached are the relevant details
1005228,"dears, partially accepted transactions appears to the client in transactions history, the transaction should not appear in the mini statement unless the transaction is success. regards, ph_user .",High,dears partially accepted transactions appears to the client in transactions history the transaction should not appear in the mini statement unless the transaction is success regards ph_user
2002107,we need your support: Please change the order of two fields on the clearing module screen to make the page easier to read. Kindly check and update.,Low,we need your support please change the order of two fields on the clearing module screen to make the page easier to read kindly check and update
2002092,"please check, A minor formatting issue is visible in the inward workflow service report. The data and processing are correct. Please advise.",Low,please check a minor formatting issue is visible in the inward workflow service report the data and processing are correct please advise
2000522,"dears, A production issue is preventing one user from completing an important approval workflow in the inward workflow service. There is no reliable workaround at the moment. Kindly check and update.",Highest,dears a production issue is preventing one user from completing an important approval workflow in the inward workflow service there is no reliable workaround at the moment kindly check and update
2002325,"please assist, Please improve the spacing of fields on the AML screening service form. The current form works but the layout could be cleaner. Attached are the relevant details.",Low,please assist please improve the spacing of fields on the aml screening service form the current form works but the layout could be cleaner attached are the relevant details
2000445,"greetings, A failure in the mobile banking application is preventing all tellers from processing any customer records in the DR environment. The issue started suddenly and affects the whole operation. Thanks.",Blocker,greetings a failure in the mobile banking application is preventing all tellers from processing any customer records in the dr environment the issue started suddenly and affects the whole operation thanks
2001177,"kindly investigate, The approval workflow in the SFTP service is not behaving correctly for multiple branches. The approve action is missing or returns an error for affected records. Kindly check and update.",High,kindly investigate the approval workflow in the sftp service is not behaving correctly for multiple branches the approve action is missing or returns an error for affected records kindly check and update
2000670,Transactions are being rejected by the archive module for the finance team. Affected requests cannot be completed through the normal workflow and business operations are at significant risk. Kindly check and update.,Highest,transactions are being rejected by the archive module for the finance team affected requests cannot be completed through the normal workflow and business operations are at significant risk kindly check and update
2002479,"please check, Please improve the spacing of fields on the authentication service form. The current form works but the layout could be cleaner. Thanks.",Low,please check please improve the spacing of fields on the authentication service form the current form works but the layout could be cleaner thanks
2000011,"please assist, All branches are reporting failures when using the internet banking portal. No reports can be completed and the business is unable to continue normal processing. Kindly check and update.",Blocker,please assist all branches are reporting failures when using the internet banking portal no reports can be completed and the business is unable to continue normal processing kindly check and update
2001791,we need your support: A user is unable to open a specific payment files in the reporting portal. Other users and functions appear to be working normally. Please advise.,Medium,we need your support a user is unable to open a specific payment files in the reporting portal other users and functions appear to be working normally please advise
2001564,"dears, Please check the attached example where the archive module shows an unexpected value for scanned checks. There is currently a workaround. Kindly check and update.",Medium,dears please check the attached example where the archive module shows an unexpected value for scanned checks there is currently a workaround kindly check and update
2000082,A failure in the outward workflow service is preventing one branch from processing any approval requests in production. The issue started suddenly and affects the whole operation. Attached are the relevant details.,Blocker,a failure in the outward workflow service is preventing one branch from processing any approval requests in production the issue started suddenly and affects the whole operation attached are the relevant details
2001378,"dears, A report in the reporting portal is failing to generate for all users. Other functions remain available, but the affected report is required for daily work. Thanks.",High,dears a report in the reporting portal is failing to generate for all users other functions remain available but the affected report is required for daily work thanks
2001138,"dears, Users in multiple branches are unable to complete accounts in the archive module. A authentication error is shown and the issue is affecting normal work. Thanks.",High,dears users in multiple branches are unable to complete accounts in the archive module a authentication error is shown and the issue is affecting normal work thanks
2000347,"kindly investigate, All branches are reporting failures when using the inward workflow service. No certificates can be completed and the business is unable to continue normal processing.",Blocker,kindly investigate all branches are reporting failures when using the inward workflow service no certificates can be completed and the business is unable to continue normal processing
1009221,from  ph_user : can u unlock and reset my password in ph_technical pls ph_user and ph_technical,Medium,from ph_user can u unlock and reset my password in ph_technical pls ph_user and ph_technical
2001385,"please assist, Several payments remain stuck in the inward workflow service after processing. Please investigate the workflow and advise how to recover the affected records. Regards.",High,please assist several payments remain stuck in the inward workflow service after processing please investigate the workflow and advise how to recover the affected records regards
2000536,"dears, A large number of batches failed after the latest processing cycle. The failures affect the finance team and need to be cleared before normal operations can resume. Regards.",Highest,dears a large number of batches failed after the latest processing cycle the failures affect the finance team and need to be cleared before normal operations can resume regards
1004808,"greetings thank you very much ♥ regards.. greetings kindly note that we have another attached ph_item with special character and we need your support to fix it regards greetings kindly note that we wait a reply from business , i will keep you posted regards.. greetings confirm to add extra validation on uploading the batch by checking the narrative fields if they contain some of these characters to prevent the upload unless the user removes these characters. regards. greetings kindly note that after provided session from your side the tellers now aware to use the application, and we didn't face the issue again , greetings you can close the ticket regards.. greetings kindly we need your help to fix the attached batch that contain special character ph_technical regards..",High,greetings thank you very much regards greetings kindly note that we have another attached ph_item with special character and we need your support to fix it regards greetings kindly note that we wait a reply from business i will keep you posted regards greetings confirm to add extra validation on uploading the batch by checking the narrative fields if they contain some of these characters to prevent the upload unless the user removes these characters regards greetings kindly note that after provided session from your side the tellers now aware to use the application and we didn t face the issue again greetings you can close the ticket regards greetings kindly we need your help to fix the attached batch that contain special character ph_technical regards
1004687,"greetings kindly advise why approve button is not showing for ph_technical and when her manager is trying to approve its not showing at all. kindly refer the attached email and screenshot for your reference. thanks, ph_user",Medium,greetings kindly advise why approve button is not showing for ph_technical and when her manager is trying to approve its not showing at all kindly refer the attached email and screenshot for your reference thanks ph_user
2000592,"please check, The archive module is returning incorrect results for branches in production. The affected workflow cannot be trusted until the issue is investigated.",Highest,please check the archive module is returning incorrect results for branches in production the affected workflow cannot be trusted until the issue is investigated
2002097,"kindly investigate, Please adjust the alignment of a label on the authentication service screen. The function works correctly. Attached are the relevant details.",Low,kindly investigate please adjust the alignment of a label on the authentication service screen the function works correctly attached are the relevant details
2001741,we need your support: Please check the attached example where the SFTP service shows an unexpected value for customer records. There is currently a workaround. Attached are the relevant details.,Medium,we need your support please check the attached example where the sftp service shows an unexpected value for customer records there is currently a workaround attached are the relevant details
2002123,"dears, The date format on one report in the outward workflow service is inconsistent with the other reports. Please correct the presentation. Attached are the relevant details.",Low,dears the date format on one report in the outward workflow service is inconsistent with the other reports please correct the presentation attached are the relevant details
1009107,"greetings yes regards greetings we already did but still face the same issue regards greetings we already did but still face the same issue regards greetings sorry. i was very busy. kindly arrange to connect tomorrow regards dears, kindly your help to solve the attached error appeared when trying to upload the ph_item below : ph_technical ph_technical regards",High,greetings yes regards greetings we already did but still face the same issue regards greetings we already did but still face the same issue regards greetings sorry i was very busy kindly arrange to connect tomorrow regards dears kindly your help to solve the attached error appeared when trying to upload the ph_item below ph_technical ph_technical regards
