ticket_id,ticket_text,priority
1005336,"greetings please make sure to do the ph_technical for ph_name and to check if the schedule is suitable to you and to the bank. ph_technical greetings please note that we will consider to close this ph_technical and will do it under the below one as per your confirmation with ph_user ph_technical that the issue related to ph_technical scripts connectivity to the database. best regards, dear sir please be kindly informed that ph_name has a scheduled ph_technical visit for ph_name which is scheduled to be on march . ph_technical your soon confirmation for this above mention date and time is highly respected regards",Medium
1005341,greetings can we connect tomorrow at ph_technical am to complete this ph_technical regards ph_user   ph_user,Medium
1005346,"greetings below mentioned ph_name files are stuck for more than ph_technical, kindly check it name directory ph_technical",High
1005351,"greetings i have setup a meeting on sunday at 1:00 pm bh time, please accept hi, please send to us the report to upload it please hi, please advise suitable time to connect online to get this long pending issue sorted. and share the report also with us as we ph_technical have. kindly confirm regards, hi  ph_user invitation sent for today at 11:00 ph_link greetings we have other meeting ph_technical 12:30 hi  ph_user invitation is sent for today at 11:00 am, please accept it ph_link greetings can we connect at 3:00 pm ? thank  ph_user , i have sent meeting invitation ph_link sorry, this is the correct link. ph_link hi, any update please? hi  ph_user any update please? hi  ph_user any update please? hi  ph_user any update please? greetings we can connect tomorrow at 2:00 pm ph_name time, please confirm so i can send meeting invitation hi  ph_user any update please? greetings ph_user i am available today at 11 am, please send meeting invitation greetings ph_user can you please connect to check this issue. greetings ph_user can you please connect to check this issue. greetings i am available tomorrow @ 10 am greetings it is ok with me, thanks report is not available in the reports list in ph_technical, please check ph_technical report name: security  ph_user  user transactions audit report",Medium
1005354,no session on production,Highest
1005365,"greetings please close this ticket, the functionality of this function is working fine. best regards, m. ph_user please note that we need to name the payload of the ph_technical on test environment same of the message type.",High
1005433,"confirm. aim ready, you can connect now. dear  ph_user can we do it today on 02:15 pm? confirm dear ph_name ready to connect now confirm confirm confirm dear  ph_user thanks a lot for your efforts, we will reply to you soon. dear  ph_user the fix didnt work correctly because the status for ph_item is ph_technical and the balance for account is insufficient and reason for ph_item is accepted and the color for ph_item is green not red. see the attachment dear  ph_user we need to solve this issue asap to resume test and test other issue. confirm to do it now. dears kindly note that the overdraft service didn't work correctly because there is many ph_items for customer has credit balance and still in branch manager ph_technical verified page. this case appear clearly when big ph_item volume.",High
1005442,unable to modify the newly created account policy which has no users associated with it.,Medium
1005454,"greetings kindly see below the proposed details of ph_name preventive maintenance to be done by  ph_user    ph_user  ph_path date: thursday, march 10 time: 14:00 hrs confirmed by: ph_technical thank you and best regards, ph_name team",Medium
1005462,"dears, kindly any updates? the customer  ph_user  withdraw the ph_item amount before being accepted which is risky regards greetings kindly find business response "" تحيه واحتراما يرجى التأكيد لنا بان الفحص هو فقط ادخال ph_item علما بانه لا يمكن متابعة مثل تلك الحاله من قبلنا اذ انها لا تتكرر كثيرا وشكرا "" greetings ph_user kindly note the business entered ph_items and it took value date next day which is correct . but as their feedback, this error not always appeared and it happened just 2 times so the test not means that the problem solved. regards greetings the error is to have value date same day. they can't confirm the issue was solved because its not always appeared regards dears, kindly your feedback regarding the business note below "" تحيه واحتراما برجى التأكد من الشركه ما الفحص المطلوب اذ انه تم ادخال ph_item وتم قيدها حق ثاني يوم عمل ""وشكرا dears, ph_user , ph_user sorry. i'm not available tomorrow after working hours. kindly arrange for next week regards confirmed ph_user ph_user dears, confirmed from our side regards dears, kindly your help to check the below outward ph_items have same day value date noting it should be next day (ph_technical): ph_technical ph_technical regards",High
1005467,"this ticket has been opened on behalf on ph_technical  ph_user  ,as they need to delete the accounts ph_technical - ph_technical from the database physically",Medium
1005472,greetings currently all notification from  ph_user  is sent to the attached list of user. we want to change it as the team is restructured. send all the notification to: ph_technical ph_user .com greetings kindly request you to change the current registered mail  ph_user  in the  ph_user  from ph_technical ph_user .com” to the new  ph_user  ph_technical ph_user .com ph_technical thanks in advance,Medium
1005495,"greetings we checked in banks table ph_sql that particular name is not present , seems its not included. entity id ph_technical name ph_name can we have zoom session and check with user ph_technical updating in ph_technical ph_technical is bit difficult , we have ongoing freeze period for ph_technical below is the request came from ph_technical after greetings, please be informed that  ph_name community bank will be included as a direct participant in ph_technical starting from wednesday, 9th march, 2022. please find below the details required to configure them in your client systems. entity id ph_technical name  ph_name community bank routing code ph_technical short name ph_technical greetings as discussed in call, ph_technical  ph_user  logs dear  ph_user  ph_technical team, please help , below issue reported by our user hi this is the new bank which central bank ask to add from tomorrow they will star sending ph_technical inward and outward. if this wont be updated our ph_technical count wont balance. please check with vendor and action immediately. best regards, ph_technical",Highest
1005500,"greetings as per my understanding during our discussion before, we can deploy 1.8.4 on top of 1.8.0 the test environment was not 1.8.0 when we deploy the 1.8.4 version. kindly clarify if i miss understood. greetings i suggest that we install production environment on test area, then deploy all the releases sequentially to 1.8.4 to be comfortable that i wont have any issues later in production. greetings i received sql scripts only. what about the jars ? i understand that we will copy production war and use it in test area with initiating the database. then will execute the sql commands. we need to replace jar files too. greetings i received sql scripts only. what about the jars ph_technical i understand that we will copy production war and use it in test area with initiating the database. then will execute the sql commands. we need to replace jar files too. greetings i think there is a miss understanding here. we are not upgrading production now. first we level the test server to production version 1.8.0 and make sure its working. after this we upgrade the test server to latest version and i ask business users to test and confirm everything is working normally. then we do the same steps we take to upgrade test server to production. greetings can we connect today at ph_technical to install production version on test server? regards, greetings can we setup the ldap today? i'm available today at 2:30pm. please confirm. regards, dears, sorry i was sick leave the last two weeks. lets connect today @ 10 am. please confirm so i send the invitation. or suggest other timing. regards, greetings lets connect today at 1pm. please confirm to send you the invite. regards, greetings kindly update dears, we still cannot import the users after the update dears, our ph_technical version still 1.8.0 we need to update to the latest version. kindly gather what is required to update the system.",Medium
1005501,a new fix needs to be implemented for the addition of onus column in fe report.,Medium
1005510,dears kindly we need your urgent assistance regarding inward 102 dosnot upload to ph_name regards,Highest
1005514,ph_sql ph_sql,Medium
1005522,"thank you, kindly note ph_technical doesn't working",Highest
1005534,dear ph_name again  ph_user  users can't access arabic interface,Medium
1005547,greetings please find attached the logs greetings please find attached the logs dear team we observed delay in processing ph_items in ph_technical request export. its taking around 5 to 10 mins to move the ph_items ph_technical please advise,High
1005549,"pls find as attached. ph_technical greetings we have updated those transactions manually for now. lets check the issue with priority since manually updating in prod ph_technical have high risk. greetings pls find the scripts attached that we followed for work around. greetings yesterday we got another transaction as well , where the queue was not consumed from ph_technical. pls check this with priority. logs are attached. ph_technical ph_technical greetings pls help to check this urgently, we got today also same issue. we are getting this on daily basis. if need pls connect now to check the issue on prod. greetings pls connect using below anydesk: ph_technical logs attached ph_sql greetings thank you so much for the support, now lets expedite to find root cause and provide the fix for the same. greetings there are two consumers, for ph_technical greetings pls share update on thi s . greetings any update on this? greetings pls find the output of below query as attached (ph_file): ph_sql greetings any update on this? greetings we are getting below issue in test : invalid action ph_technical pls find the ph_technical application log and screen shot as attached. ph_file ph_file thanks, ph_user greetings the issue with ph_name is solved now, seems it occurred due to some permission issue. but now again done full cycle but the transaction status at ph_technical is ph_technical but same at ph_technical is ph_technical, seems report not getting consumed by ph_technical. kindly check the issue. ph_technical logs for ph_technical is attached. ph_technical ph_technical greetings earlier mentioned issue is resolved in uat now. we have completed the full cycle in uat . in both ph_technical and ph_technical the status is acsc. but as we are not able to simulate the similar error case in test as of production so pls ensure this will resolve the error case. also, please confirm if we need to verify other functionality or not over which this fix  ph_user  have impact on business, so that we can plan ahead for production implementation. thanks, ph_user greetings thank you for the update. we will check and update you. greetings we will implement fix this week, and let you know for further support. greetings we have implemented this in production. lets monitor this together tommorow. thanks, ph_user greetings we got one issue today, one of the customer upload ph_technical txns , and due to length exceed issue in ph_technical the txns is not consumed at ph_technical and so the status at ph_technical is ph_technical and at ph_technical is acsc. pls help to check the issue on urgent basis.",Medium
1005561,"reminder thank you kindly reactivate the below ph_item so we could cash-out the current balance and delete the account, ph_name ph_technical ph_name ph_name,",High
1005614,"greetings kindly remind. greetings any update please greetings any update please. greetings any update please greetings as you mentioned the transaction configuration were updated on 5 ph_path , but still there is regional money transfer transactions after the update date. please check the below transaction ph_technical greetings any update please. greetings the configuration is set correctly, the is regional flag should be false to prevent the transfer between regions. this is a bug that should be fixed from your side, it is not a configuration issue from our side. please note that this issue raised since a long time and it should be fixed we cannot wait more. if there is a misunderstanding, let us join a meeting to discuss together. the customer has a profile that is not allowed to transfer between regions but he is still able to transfer money (p2p) between two regions (ph_name and ph_name). below is an example transaction where the customer transferred money from ph_name to ph_name ph_technical ph_technical ph_technical amount ph_technical ph_technical ph_technical ph_name ph_name 2021-12-30 13:31:49.0 ph_technical ph_technical money transfer request ph_technical",High
1005633,"greetings as discussed find attached the categories page with both ph_technical and ph_technical greetings kindly find attached all the requested. thank you. greetings kindly note i did it for ph_technical because i had a few ph_technical example for code ph_technical greetings the requested has been uploaded. greetings i will need to raise an internal ph_technical for the below in order to process it, can you explain what will the below query do to help with fixing the issue in order for us to be able to process the ph_technical with the explanation. thank you. greetings since we cant test and replicate this issue on the test environment, we are required to justify what the changes will impact in each row that we are updating. we also noticed that most of the codes that are working fine has the same data in the codes that are not working fine, but the script below is still updating them. since this is a critical application we want to make sure that this change will have no impact on the privileges and that is why we require you assistance to identify the impact of the below change in details. thank you. kind regards greetings we ran the below script but it didnt solve the issue ph_technical and ph_technical is still not appearing. thank you. greetings the issue exists with all users, there is no specific timing the codes does not show even though they are added in the security module for the users, i can get one of the users for you to check, we also found that there are other codes aside from ph_technical and ph_technical like ph_technical that has the same issue. thank you. greetings the code is not displayed at all in the drop down arrow of the user, to keep or see the ph_items. attached capture for your reference. will arrange one user from business and one security user as well in order to show the issue and will let you know. thank you. greetings you can join the below link: ph_link are you available now or want to schedule it for a different time? greetings thank you for your support, the codes are appearing now from the categories drop down list. greetings we have noticed that the two categories ph_technical and ph_technical are having an issue, where we add them from the security page but all the users are not able to see it from their interface, we require your support to investigate the issue and also find screenshots for your reference. thank you.",High
1005639,join zoom meeting ph_link greetings this is urgent and we need to check it asap تحيه طيبه وبعد نود اعلامكم بانه تم ترحيل ph_technical واحد ph_name على ph_technical رقم ph_item 4 مبلغ ph_technical و واجهتنا المشاكل التاليه : 1/ البطء الشديد في انتقال ph_technical من ph_technicalالى ph_technical ph_technical final posting,High
1005687,greetings thank you. you can close this ticket. ph_technical is not calculated on the  ph_user  ph_technical for some transactions while it is calculated on other transactions although same tax scheme is used you can check this transaction where ph_technical is calculated: ph_technical while this ph_technical is not calculated on this transaction: ph_technical,Blocker
1005689,this ticket on behalf of customer ph_technical file not imported,Medium
1005715,"greetings requested files are uploaded. regards, ph_user greetings uat is already done and production deployment approval is in progress, i update you as soon as we get approval for production deployment. regards, ph_user greetings the attached ph_item landed in the exception monitor due to the scanner not reading ph_technical, and if we edit the ph_technical we receive the message from the webpage ((the ph_item is old ph_technical) for your kind action to accept the ph_item. thanks and best regards ph_user   ph_user",Medium
1005729,above is being encountered in  ph_user next page of the financial menu in the  ph_user  for ph_name users.,High
1005731,from: ph_user   ph_user  ph_code you investigate and clarify on when should the cache be cleared usually? is there a size we should watch out for? i had actually cleared the ph_technical cache twice this week and it had not reached ph_technical in size. hence clarify the above so we can add it to our checklist.,Medium
1005756,"greetings thanks for replay, i will check what you mentioned with the team regards greetings regarding the password hint does not have any meaning in both languages i found it in the  ph_user   ph_user only عربي should be change to العربية need to be changed from your side regards greetings 1- we don't received any release in the test flight for ios. 2- checked with current version for both test and production app and nothing changed. still عربي regards password hint does not have any meaning in both languages arabic: arabic value english: english value عربي should be change to العربية",High
1005770,"dears h have ph_technical ph_items hang on ph_technical status from ph_technical ph_path , your help asas.",Highest
1005778,"ok greetings we still working on it, as we work to have new servers, i will let you know once finish regards greetings the new clone from production done , please share your availability regards greetings are you available at 01:00 today to start the work on the clone servers regards greetings can we join at 12:00 pm today regards greetings can we join today to complete the ph_name test?, i'm available now. regards ph_user please note we had generate and activate the certificate successfully, we need to do the tls update also. for now waiting the business test to test the system functionality . did you have time at 12:30 today to do the tls1.2 regards greetings we had issue in system functions like check scanning and others cases, can we have a session to discuss it ph_technical regards ph_user   ph_user  is inviting you to a scheduled zoom meeting. topic:  ph_user   ph_user 's personal meeting room join zoom meeting ph_link ph_technical ph_user please find the attachment greetings did you get any update ph_technical regards ph_user any update dear ph_user can you please share your availability today to do the rollback as discuss and confirm from you regards dears as per ph_technical scan, we need to make ph_name servers works only on tls 1.2 and disable old version is ph_name compatible with it and didn't effect on the system ph_technical regards",Medium
1005786,ok we are waiting best regards. item “more info” in add bank profile page need text padding. see attached image for more info ios only phone impacted iphone se ph_technical iphone se ph_technical iphone 8 iphone 7 iphone 6 also iphone ph_technical mini and iphone ph_technical mini could have the issue. if the company title is longer all apple phones will have the same issue.,High
1005792,"greetings the transaction detail is attached. hi, pls find the ph_technical and ph_technical greetings any update? thanks, ph_user greetings any update ph_technical thanks, greetings any update? greetings any update? greetings pls find as attached. greetings we have implemented the trigger in uat and performed the test case as attached in the document , pls advice if this is fine to implement in production. thanks, ph_user greetings we are planning to implement this week, will update you. greetings in ref to ph_technical, after applying the fix also, we observed the issue today again for one ph_item that skipped the workflow and directly replied from financial clearing. also as seen in transaction log the clearing approval state is showing approved by maker user. so pls help to debug the issue and provide the fix. thanks, ph_user",High
1005794,"greetings previously issue doesn't exist and groups wasn't created on user level, since issue occurs after going live with both apps , could let us know what changes has been done on server level , also how we can ensure or prove that there is no issue at application level . regards, greetings could you assist me which logs can be checked which shows there is a slowness from ldap , so we can provide the same to our infra team for their action. regards, greetings can you share with us the log file name? ! regards, greetings we had re-produce the scenario at 10: 02 am today , and logs attached fyi , could assist what those logs means ? is it means there is an issue with srv ph_technical regards, greetings we will try to test in uat and update you. regards, dear  ph_user we simulated same in test but there is no issue or slowness , we was able to create the user in seconds .pfa is ph_technical regards, greetings please update us . regards, greetings as part of the upgrade, we understand that the files of production been copied to test ph_technical as well. it might not have any restriction in production which is we are not getting the same in test??! ! thanks. greetings after going live with new systems both ph_name and conventional  ph_user  , system is not retrieving the ldap users while trying to add new  ph_user  users in both applications , its showing an error ( attached) however sometimes it took ph_technical to ph_technical min for the page to appear which cause a delay on  ph_user  work. kindly check and assist. regards,",Medium
1005816,"greetings mobile number: ph_technical expiry date: 2021 sep 6 15:33:26 greetings mobile number: ph_technical expiry date: 2021 sep 6 15:33:26 greetings we did test p2p transaction today on uat, please update the expiry date for the transaction to be 1 ph_path in order to test the transaction reversal. greetings reference ph_technical hello  ph_user it is working fine now, please we need to apply it as hot fix on rehearsal then move it to production environment. hello  ph_user it is working fine now, please we need to apply it as hot fix on rehearsal then move it to production environment. greetings we need it as a hot fix. we can't wait until next go- live . we need to make cash out from an expired wallet. ph_technical must revers all the transactions for this customer as a normal behavior , but there was a problem blocked that.",High
1005845,"greetings please note its appear only for this user for all accounts and only today , before its going fine without any problem attached the needed as example regards greetings still the same regards dears please note the ben. name didn't appear in ph_technical as attached regards",Low
1005909,"greetings kindly we need your support here , the  ph_user  team cant find the below user in order to link it with the new created branch . ph_name ph_user the it  ph_user  inform us as the below that the user was created successfully however we still cant find the account . regards",Medium
1005913,ph_name production site not working for below link ph_link,Highest
1005940,"dears, please check the uploaded screenshot greetings approved by  ph_user  ph_name as mentioned on the email. regards. ph_technical record stuck under status ph_technical communication pending” ph_technical ph_technical contact no “if needed”: tel: ph_technical ph_technical",Medium
1005957,"greetings any update please. greetings any update please. greetings any update please. greetings please note we checked the commission configuration for the profile of the service and it's working fine since the agent had a previous transactions at the same date which he got commission correctly. transaction reference in which the agent got commission (ph_technical) in date and time ( 2022 apr 5 15:43:34) and (ph_technical) in date and time ( 2022 apr 5 14:13:06) so please check why agent did not receive commission for the transaction with reference ( ph_technical) although commission slices are configured correctly. greetings please update below is a transaction for ph_name , this only transaction that appears without any commission , although on same day and few transactions before and after he had direct discount please check why the agent did not receive commission for the below transaction ph_technical",Blocker
1005959,"dear, kindly share with us all scenarios this message is displayed and to whom so we can share with you the suggested message. regards. greetings noted. please change also this message ph_technical issue no. 310: correct iban length is rejected 'ph_technical', ph_code regards. greetings the message ph_technical deposit is not allowed” should be changed to more descriptive message that specify the reason. regards.",High
1005960,"greetings when all accounts are removed from a new ph_technical and he tries to sign up through ph_technical, he gets the error: (ph_log), .. (log is (shared by email on 9 ph_path ) and when the accounts are added again to him , the sign up process completes successfully. this is wrong error message as data entered by the ph_technical is correct. regards.",High
1005967,"greetings kindly find below details of the preventive maintenance (ph_technical) schedule, to be handled by  ph_user   ph_user . date: wed., 13apr time: 11am confirmed by:  ph_user thank you and kind regards, ph_name team",Medium
1006015,"from mail: ph_user   ph_user  ph_code fri 4 11:17 am greetings please note that the users are not able to see the ph_item image as shown in the below screenshot. i have checked with our internal staffs also and they have confirmed the images are not being displayed. kindly treat this as urgent . thanks and regards, ph_technicals.  ph_user   ph_user  ph_info_table p.o box ph_technical, ph_name, ph_name, ph_name tel: ph_technical ph_technical ext 2132 ph_info_table website: ph_url",Medium
1006026,"dears, kindly note that when an update occur on wallet note registered on ph_name, is turns rejected with false flag on active and is registered , as per discussed before, ph_technical action to check issue and update. regards,",High
1006029,"dears,, kindly note that the returned ph_items doesn't moved to ret system so, appreciate your support. please call  ph_user   ph_user : ph_technical regards",High
1006057,inward modle sends auto reply as closed on ph_items ph_technical,High
1006058,"greetings kindly update about the same. best regards… greetings ph_technical ph_user , please note that the below select statements contains some sensitive data: ph_sql ph_sql please mention the necessary columns only so that we can arrange for the approvals. greetings please send us the needed columns so that we will request, information security team are insisting on specifying the needed columns only. best regards… as per today's meeting, we have encountered an issue with the interbank ph_technical which are not pushed to the quality assurance. please find the logs attached for more information. best regards… greetings kindly advise on how we can replicate the database connection issue in the test environment as we do not have a way to perform the same. best regards… greetings kindly note that i already placed the gateway in one node and run it. can you confirm that this gateway will work on two nodes? because as instructed by ph_user the gateway will work only on one node. greetings please update on the status of data fix which requested earlier as we have provided the necessary data since one month. best regards… greetings please note that we already provided the data for the same. best regards… greetings please do the necessary greetings kindly note that while we are testing the gateway, we have found the attached exception. best regards… greetings for a better follow up, please close this ticket and open a new ticket for the  ph_user  gateway. regards… greetings kindly check the attached errors and advise. regards",High
1006061,"greetings requested files has been attached. thanks, ph_name ph_name reply ph_technical file rejected by ph_name system ph_technical reply file: ph_file ph_technical ph_technical ph_technical reply file: ph_file ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical ph_technical",Blocker
1006063,"greetings this was assigned to the wrong project. kindly change it to ph_name ph_name. best regards, ph_user   ph_user greetings you can go ahead and close this one. will open a new one with the correct project. regards, ph_user   ph_user it seems that android will always choose the first account when re-login and not the selected one.",Medium
1006065,"greetings log is attached as discussed. greetings any update on this? greetings any update? greetings for your info, today we tried with port ph_technical as well and with dns as well instead of ip and still same error. application log: ph_logs as already discussed the network access is fine. ph_technical and telnet is also fine. ph_technical ph_technical ph_technical ph_technical escape character is '^]'. ph_technical so there is no issue in network level for both ph_technical and ph_technical port, so pls suggest on this how we can make this working, since this is critical as the member ph_technical are not able to receive emails and which is causing delay in crediting customers. so please check with priority. thanks, ph_user greetings any update? greetings any update ph_technical greetings we are waiting since many days for this, pls expedite this as its causing impact of daily basis on business. greetings please expedite its pending since long time greetings any update? greetings any update on this? greetings thank you for the fix in ph_name we will check and update you after checking in test. meanwhile please expedite the fix for the same in  ph_user  as well. thanks, ph_user greetings i am not able to download the patch shared , can you please check . greetings thanks for the files, we will test and update. thanks, ph_user greetings please check we are receiving error as below ph_logs greetings please find the log as attached. thanks, ph_user greetings any update on this? greetings still same issue even after placing the commons-email-1.4 jar in both ph_technical and ph_technical , tomcat ph_path and web-inf ph_path ph_technical thanks,  ph_user greetings any update? thanks, ph_user greetings the mail is not working in test and there is no error as well in log. please check. thanks, ph_user greetings after restart of application we are able to generate log but mail is still not working . network connection is fine as telnet is successful. please check. thanks, ph_user greetings as discussed with  ph_user  please find ph_technical from test ph_technical service and update after checking. thanks , ph_user greetings the requested files are shared. thanks, ph_user greetings ph_technical ph_user , since we are running these tomcat through separate profile , can we add this ph_technical to the profile itself. thanks, ph_user greetings please log as attached. greetings ph_technical ph_user , please find the ph_technical service log after adding verbose in ph_technical ph_file thanks, ph_user greetings please find as attached. thanks, ph_user greetings ph_technical ph_technical ph_code ph_code ph_code ph_code ph_code ph_code ph_code ph_code thanks, ph_user greetings please find the log application.2022-10-11.1.log still same issue using the ip. thanks, ph_user greetings sure, vpn for the site is already provided to the team. ph_user , let me know if vpn is not working thanks, ph_user greetings please let us know when you are available for remote connection. thanks, ph_user greetings please use below anydesk: ph_technical thanks, ph_user greetings thank you for update,please provide  ph_user  for production. thanks, ph_user greetings thank you so much , its working for ph_technical user password reset , please provide same fix for ph_technical also in the same final  ph_user  for production. thanks, ph_user greetings please provide the final release. thanks, ph_user greetings we have implemented the changes in production. lets monitor this tommorow. thanks, ph_user greetings we will test the fix this week and will update you. thanks, ph_user greetings we have applied same in uat and checked by rollback to ph_technical but still the password is getting generated through ph_technical only. please check. thanks,  ph_user please find passwd_reset.png for reference. greetings yes its showing success for ph_technical but i am selecting ph_technical not im. it should print on screen as before. thanks, ph_user greetings lets connect now to show the issue. thanks,  ph_user greetings we have been using ph_technical server ip and plain ph_technical port ph_technical for sending the email from ph_name for session related notifications. ph_name application are failed to deliver the email after office ph_technical has changed the policy to use the ph_technical domain with port ph_technical and tls version 1.2. going through the configuration in ph_name, we couldn't find to enable the tls option and version. hence it is kindly requested to provide the required changes in ph_name application for this setup at earliest. regards, ph_user",Medium
1006073,"greetings please note the issue has been resolved , close the ticket please thank you and regards, please note we have an error appears when upload check for a specific ph_technical as attached",Highest
1006083,"dears , ph_technical regards, any update on this any updates dears ! dears, kindly note that notifications are note getting sent for sender on  ph_user  agent cash in transaction, below is a sample occurred on ph_technical of march ph_technical please check it on log ph_technical regards,",High
1006097,"greetings thanks for update. i found ph_name schema and for ph_technical, i found below: ph_technical also why the error occur now earlier there was no error encountered. regards, ph_user  ph_user  ph_user greetings thanks for update. what about the error still system is raising. this morning also we got the same. ph_technical ph_technical ph_technical please check these errors and update us accordingly. regards, ph_user  ph_user  ph_user greetings i did not find any error related which were pointed. for the other errors i already raised new ticket. regards, ph_user  ph_user  ph_user greetings it was already ph_technical in different tickets (see below), but still we have not yet received any update. ph_technical regards, ph_user  ph_user  ph_user greetings the error is still appearing. all the related information has been already provided, so what is pending from my side as i got a reminder? regards, ph_user  ph_user  ph_user greetings please find below error while checking the alert log on ph_technical test: ph_technical",High
1006128,"dear  ph_user . shall we arrange to do so ..? you can advise time /date. regards. ph_user . dears. please be noted that all users facing an issue on arabic interface , where they haven't any if they using english . please check urgently , as branches users were not able to work in english. regards. ph_user .",Highest
1006139,"any update on this please we are waiting the suggested query to show and fix the affected services what is exactly needed? is this query will solved issue? dears, this ticket is for tracking updates on services creation date, please provide us with latest update. regards,",High
1006150,"dear support team any update please regards dear progress soft support team regard ticket (ph_technical) that opened before please note that we try to follow up all the steps that provided earlier to step up the  ph_user  link for the edge browser regard the end of life for the ie is in next june , we face the following error 1- while open the image capture screen the page open as while page . 2- the edge browser while open the  ph_user  link is requested to install the ph_technical program note that this program is already installed waiting you kindly feedback regards",Medium
1006218,"i have uploaded the ph_item image. please check. ph_name branch head mr.  ph_user   ph_user  has approved to change the status. kindly proceed. branch head confirmed that all ok. thank you for your support. kindly close the ticket. we have a ph_technical stuck in ph_technical which can neither be processed nor deleted and when it is scanned again, it gives the “duplicate” error message note that we have followed the following steps (which you had previously recommended and had worked for all stuck ph_technical) but still didn’t work: try to log in to ph_technical ( from branch head user ) and then go to (tools ph_technical scan monitor) then delete the ph_item (sequence numbers might appear instead of ph_item number but it’s the same) then let the tellers scan it again and process it",Medium
1006237,"dear we checked and we are unable to modify ph_item number dear  ph_user attached ph_item details good day ph_technical number ph_technical we are unable to modify ph_technical number ph_technical noting that ph_item was returned by pay bank last year , and its still on master query , it should go history . appreciate your help",Medium
1006253,"dears, please check resolving alias over uat, as it returning internal system error and appears pending on messages. regards,",Medium
1006256,"greetings we cannot receive the files which are mentioned on attached file from ph_name, can please check from your end and update.",Highest
1006259,"greetings kindly advise to setup a monitoring alert email setup for such cases. if there is no response from core banking for certain period of time or certain number of transaction, them email to be triggered so that we can early determine and take care of the situation. there are hundreds of transactions which the user has to check it manually and time consuming. kindly check advise any possible solution for this issue. this issue has repeated 2-3 times and not fixed yet. thanks for your prompt supports. greetings please advise if you want to run the status query on all schemas. is it possible to setup the alert in the  ph_user  application or database level. greetings kindly refer ticket ph_technical also, all the ow ph_technical were stuck at ph_technical export ( ph_user , ph_technical, ph_technical), and there was no alert and we got  ph_user  customer complaints. there should be a monitoring tool ph_path for all the services and the queues. if any service is hung or any queue stuck for certain time or certain numbers of ph_technical, an email alert should be triggered. kindly check and advise on the permanent solution for this. thanks. we have already setup an alert for the application tomcat pages like  ph_user , ph_technical, onus, ph_technical. but at the services level i don't think its possible. kindly advise. how many man-days we are left with and when are they getting expired? greetings we are checking with  ph_user  on the man days. ph_user  ph_technical are stuck in ph_technical and ow. kindly connect and check urgently. normal debit service presentment service",Medium
1006279,"greetings server ph_technical and vpn network provided. if you need amy more help let me know. ph_technical ph_technical ph_technical ph_technical thanks ph_technical ph_technical ph_technical ph_technical greetings based team below request done. thanks greetings connection granted to sftp server. after you deploy application let me know to start testing. thanks greetings i sent your update to  ph_user  and  ph_user  and wait feedback. i will update you asap. thanks greetings we waiting  ph_user  for meeting greetings apologies for the late reply, however my day were full of meetings and engagements. i will let our support and implementation team know about this meeting and arrange for it maybe tomorrow evening, i will keep you posted. regards, ph_user . thanks greetings can you please provide me update for fe servers, we have meeting with management and need to provide them deadline. thanks greetings based agreed on last meeting to create 4 flat servers, kindly your update on current status. thanks greetings thank you for great job, we will try to keep under monitoring. do you have any suggestions to monitor fromdatabase? thanks greetings on previous ph_technical we checking for any pending sms was as below query. how to apply same in new design. ph_technical ph_sql thanks greetings to apply monitor new schema we need to know how to monitor pending notifications or sms. i tried use query as previous schema (ph_technical), but didn't work. we need such query to implement on ph_name to check and notify us in case pending occured. thanks dear ph_user are we have update on this ticket. thanks greetings are you completed testing script? thanks greetings behalf of ph_name. greetings we need to create 2 additional servers for ph_technical app,i will clone 2 server from ph_technical, please your help to check the configuration. thanks",High
1006288,greetings kindly note that we are encountering the attached issues with the support desk and the dashboard. please provide your feedback.,High
1006292,"dears, kindly start deploying uat release on production tonight mkaing sure release is ready at 2 am 26 of  ph_user : release notes: ph_technical release notes ( ph_version ) fix details the pin ph_technical otp must be encrypted in notification page fix the returned reason on onus  ph_user  and receiver doesn’t exist (receiver not defined) the balance before value appear incorrectly change the field ph_technical to optional upgrade spring version ph_technical ph_technical ph_technical sending first pin when creating ph_item service ph_name release ( ph_version ) fix details enhance the logs in ph_name regards,",High
1006331,search filter not working properly on ph_name ui.,High
1006514,"greetings thank you for update please close the ticket.. best regards, greetings the customer with id ph_technical, tried to deregister and received error stating ‘ customer with open accounts can not be closed ’. also kindly check the ph_technical is registered with ph_name ph_name account. note:the customer not able to do any fund transfer due to this issue. ph_technical the logs best regards,",High
1006522,"dear  ph_user since the new schema is available and complete you can delete the old schema witch is not updated. confirmed. dears kindly note that the last date for ph_technical is ph_technical ph_path , that means archive nor working properly. your help asap",High
1006523,"dears we have ph_items refused by technical reason and the ph_items was in rejected technical page, the auto reply start and change the reason from ph_technical to null. the reply file rejected from ph_name negative ack. ph_technical",High
1006527,"greetings we are working on it and will update you accordingly. best regards, greetings the customer trying to register to ph_technical for ph_name conventional but getting below error: ph_code ph_code ph_code ph_code note that they are passing the correct country code and customer civilid. please find the logs and advice best regards,",High
